Series_Title,Released_Year,Genre,Runtime,IMDB_Rating,Overview
Tombstone,1993,"Action, Biography, Drama",130 min,7.8,"A successful lawman's plans to retire anonymously in Tombstone, Arizona are disrupted by the kind of outlaws he was famous for eliminating."
Deadpool,2016,"Action, Adventure, Comedy",108 min,8.0,"A wisecracking mercenary gets experimented on and becomes immortal but ugly, and sets out to track down the man who ruined his looks."
Knives Out,2019,"Comedy, Crime, Drama",130 min,7.9,"A detective investigates the death of a patriarch of an eccentric, combative family."
Bajrangi Bhaijaan,2015,"Action, Adventure, Comedy",163 min,8.0,An Indian man with a magnanimous heart takes a young mute Pakistani girl back to her homeland to reunite her with her family.
Du rififi chez les hommes,1955,"Crime, Drama, Thriller",118 min,8.2,"Four men plan a technically perfect crime, but the human element intervenes..."
Double Indemnity,1944,"Crime, Drama, Film-Noir",107 min,8.3,An insurance representative lets himself be talked by a seductive housewife into a murder/insurance fraud scheme that arouses the suspicion of an insurance investigator.
Dirty Harry,1971,"Action, Crime, Thriller",102 min,7.7,"When a madman calling himself ""the Scorpio Killer"" menaces the city, tough-as-nails San Francisco Police Inspector ""Dirty"" Harry Callahan is assigned to track down and ferret out the crazed psychopath."
Chugyeokja,2008,"Action, Crime, Thriller",125 min,7.8,A disgraced ex-policeman who runs a small ring of prostitutes finds himself in a race against time when one of his women goes missing.
El secreto de sus ojos,2009,"Drama, Mystery, Romance",129 min,8.2,A retired legal counselor writes a novel hoping to find closure for one of his past unresolved homicide cases and for his unreciprocated love with his superior - both of which still haunt him decades later.
Funny Games,1997,"Crime, Drama, Thriller",108 min,7.6,"Two violent young men take a mother, father, and son hostage in their vacation cabin and force them to play sadistic ""games"" with one another for their own amusement."
Koe no katachi,2016,"Animation, Drama, Family",130 min,8.1,"A young man is ostracized by his classmates after he bullies a deaf girl to the point where she moves away. Years later, he sets off on a path for redemption."
The Hobbit: The Desolation of Smaug,2013,"Adventure, Fantasy",161 min,7.8,"The dwarves, along with Bilbo Baggins and Gandalf the Grey, continue their quest to reclaim Erebor, their homeland, from Smaug. Bilbo Baggins is in possession of a mysterious and magical ring."
Rocky,1976,"Drama, Sport",120 min,8.1,A small-time boxer gets a supremely rare chance to fight a heavy-weight champion in a bout in which he strives to go the distance for his self-respect.
What Ever Happened to Baby Jane?,1962,"Drama, Horror, Thriller",134 min,8.1,A former child star torments her paraplegic sister in their decaying Hollywood mansion.
JFK,1991,"Drama, History, Thriller",189 min,8.0,New Orleans District Attorney Jim Garrison discovers there's more to the Kennedy assassination than the official story.
Ladri di biciclette,1948,Drama,89 min,8.3,"In post-war Italy, a working-class man's bicycle is stolen. He and his son set out to find it."
Some Like It Hot,1959,"Comedy, Music, Romance",121 min,8.2,"After two male musicians witness a mob hit, they flee the state in an all-female band disguised as women, but further complications set in."
Logan,2017,"Action, Drama, Sci-Fi",137 min,8.1,"In a future where mutants are nearly extinct, an elderly and weary Logan leads a quiet life. But when Laura, a mutant child pursued by scientists, comes to him for help, he must get her to safety."
Touch of Evil,1958,"Crime, Drama, Film-Noir",95 min,8.0,"A stark, perverse story of murder, kidnapping, and police corruption in a Mexican border town."
"Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni",1997,"Animation, Action, Drama",87 min,8.1,Concurrent theatrical ending of the TV series Shin seiki evangerion (1995).
Jaws,1975,"Adventure, Thriller",124 min,8.0,"When a killer shark unleashes chaos on a beach community, it's up to a local sheriff, a marine biologist, and an old seafarer to hunt the beast down."
Saw,2004,"Horror, Mystery, Thriller",103 min,7.6,"Two strangers awaken in a room with no recollection of how they got there, and soon discover they're pawns in a deadly game perpetrated by a notorious serial killer."
Efter brylluppet,2006,Drama,120 min,7.7,"A manager of an orphanage in India is sent to Copenhagen, Denmark, where he discovers a life-altering family secret."
Despicable Me,2010,"Animation, Comedy, Crime",95 min,7.6,"When a criminal mastermind uses a trio of orphan girls as pawns for a grand scheme, he finds their love is profoundly changing him for the better."
The Purple Rose of Cairo,1985,"Comedy, Fantasy, Romance",82 min,7.7,"In New Jersey in 1935, a movie character walks off the screen and into the real world."
Guardians of the Galaxy Vol. 2,2017,"Action, Adventure, Comedy",136 min,7.6,"The Guardians struggle to keep together as a team while dealing with their personal family issues, notably Star-Lord's encounter with his father the ambitious celestial being Ego."
Uri: The Surgical Strike,2018,"Action, Drama, War",138 min,8.2,"Indian army special forces execute a covert operation, avenging the killing of fellow army men at their base by a terrorist group."
The Notebook,2004,"Drama, Romance",123 min,7.8,"A poor yet passionate young man falls in love with a rich young woman, giving her a sense of freedom, but they are soon separated because of their social differences."
Dances with Wolves,1990,"Adventure, Drama, Western",181 min,8.0,"Lieutenant John Dunbar, assigned to a remote western Civil War outpost, befriends wolves and Indians, making him an intolerable aberration in the military."
The Last Samurai,2003,"Action, Drama",154 min,7.7,An American military advisor embraces the Samurai culture he was hired to destroy after he is captured in battle.
Control,2007,"Biography, Drama, Music",122 min,7.7,"A profile of Ian Curtis, the enigmatic singer of Joy Division whose personal, professional, and romantic troubles led him to commit suicide at the age of 23."
Kai po che!,2013,"Drama, Sport",130 min,7.7,Three friends growing up in India at the turn of the millennium set out to open a training academy to produce the country's next cricket stars.
Die Welle,2008,"Drama, Thriller",107 min,7.6,A high school teacher's experiment to demonstrate to his students what life is like under a dictatorship spins horribly out of control when he forms a social unit with a life of its own.
Song of the Sea,2014,"Animation, Adventure, Drama",93 min,8.1,"Ben, a young Irish boy, and his little sister Saoirse, a girl who can turn into a seal, go on an adventure to free the fairies and save the spirit world."
Gongdong gyeongbi guyeok JSA,2000,"Action, Drama, Thriller",110 min,7.8,"After a shooting incident at the North/South Korean border/DMZ leaves 2 North Korean soldiers dead, a neutral Swiss/Swedish team investigates, what actually happened."
The Blind Side,2009,"Biography, Drama, Sport",129 min,7.6,"The story of Michael Oher, a homeless and traumatized boy who became an All-American football player and first-round NFL draft pick with the help of a caring woman and her family."
Silver Linings Playbook,2012,"Comedy, Drama, Romance",122 min,7.7,"After a stint in a mental institution, former teacher Pat Solitano moves back in with his parents and tries to reconcile with his ex-wife. Things get more challenging when Pat meets Tiffany, a mysterious girl with problems of her own."
As Good as It Gets,1997,"Comedy, Drama, Romance",139 min,7.7,"A single mother and waitress, a misanthropic author, and a gay artist form an unlikely friendship after the artist is assaulted in a robbery."
Stardust,2007,"Adventure, Family, Fantasy",127 min,7.6,"In a countryside town bordering on a magical land, a young man makes a promise to his beloved that he'll retrieve a fallen star by venturing into the magical realm."
Mr. Nobody,2009,"Drama, Fantasy, Romance",141 min,7.8,"A boy stands on a station platform as a train is about to leave. Should he go with his mother or stay with his father? Infinite possibilities arise from this decision. As long as he doesn't choose, anything is possible."
Gilda,1946,"Drama, Film-Noir, Romance",110 min,7.7,A small-time gambler hired to work in a Buenos Aires casino discovers his employer's new wife is his former lover.
Flipped,2010,"Comedy, Drama, Romance",90 min,7.7,Two eighth-graders start to have feelings for each other despite being total opposites.
Pâfekuto burû,1997,"Animation, Crime, Mystery",81 min,8.0,"A pop singer gives up her career to become an actress, but she slowly goes insane when she starts being stalked by an obsessed fan and what seems to be a ghost of her past."
Delicatessen,1991,"Comedy, Crime",99 min,7.6,Post-apocalyptic surrealist black comedy about the landlord of an apartment building who occasionally prepares a delicacy for his odd tenants.
No Man's Land,2001,"Comedy, Drama, War",98 min,7.9,"Bosnia and Herzegovina during 1993 at the time of the heaviest fighting between the two warring sides. Two soldiers from opposing sides in the conflict, Nino and Ciki, become trapped in no man's land, whilst a third soldier becomes a living booby trap."
Stand by Me,1986,"Adventure, Drama",89 min,8.1,"After the death of one of his friends, a writer recounts a childhood journey with his friends to find the body of a missing boy."
The Muppet Christmas Carol,1992,"Comedy, Drama, Family",85 min,7.7,The Muppet characters tell their version of the classic tale of an old and bitter miser's redemption on Christmas Eve.
The Killing,1956,"Crime, Drama, Film-Noir",84 min,8.0,Crook Johnny Clay assembles a five man team to plan and execute a daring race-track robbery.
Letters from Iwo Jima,2006,"Action, Adventure, Drama",141 min,7.9,"The story of the battle of Iwo Jima between the United States and Imperial Japan during World War II, as told from the perspective of the Japanese who fought it."
The Sting,1973,"Comedy, Crime, Drama",129 min,8.3,Two grifters team up to pull off the ultimate con.
The Outlaw Josey Wales,1976,Western,135 min,7.8,Missouri farmer Josey Wales joins a Confederate guerrilla unit and winds up on the run from the Union soldiers who murdered his family.
No Country for Old Men,2007,"Crime, Drama, Thriller",122 min,8.1,Violence and mayhem ensue after a hunter stumbles upon a drug deal gone wrong and more than two million dollars in cash near the Rio Grande.
The Ladykillers,1955,"Comedy, Crime",91 min,7.7,Five oddball criminals planning a bank robbery rent rooms on a cul-de-sac from an octogenarian widow under the pretext that they are classical musicians.
Madeo,2009,"Crime, Drama, Mystery",129 min,7.8,A mother desperately searches for the killer who framed her son for a girl's horrific murder.
Awakenings,1990,"Biography, Drama",121 min,7.8,"The victims of an encephalitis epidemic many years ago have been catatonic ever since, but now a new drug offers the prospect of reviving them."
Cinderella Man,2005,"Biography, Drama, History",144 min,8.0,"The story of James J. Braddock, a supposedly washed-up boxer who came back to become a champion and an inspiration in the 1930s."
On Golden Pond,1981,Drama,109 min,7.6,"Norman is a curmudgeon with an estranged relationship with his daughter Chelsea. At Golden Pond, he and his wife nevertheless agree to care for Billy, the son of Chelsea's new boyfriend, and a most unexpected relationship blooms."
Airplane!,1980,Comedy,88 min,7.7,A man afraid to fly must ensure that a plane lands safely after the pilots become sick.
Lage Raho Munna Bhai,2006,"Comedy, Drama, Romance",144 min,8.1,Munna Bhai embarks on a journey with Mahatma Gandhi in order to fight against a corrupt property dealer.
The Magdalene Sisters,2002,Drama,114 min,7.7,Three young Irish women struggle to maintain their spirits while they endure dehumanizing abuse as inmates of a Magdalene Sisters Asylum.
Mississippi Burning,1988,"Crime, Drama, History",128 min,7.8,Two F.B.I. Agents with wildly different styles arrive in Mississippi to investigate the disappearance of some civil rights activists.
La passion de Jeanne d'Arc,1928,"Biography, Drama, History",110 min,8.1,"In 1431, Jeanne d'Arc is placed on trial on charges of heresy. The ecclesiastical jurists attempt to force Jeanne to recant her claims of holy visions."
The Boondock Saints,1999,"Action, Crime, Thriller",108 min,7.8,Two Irish Catholic brothers become vigilantes and wipe out Boston's criminal underworld in the name of God.
The Terminator,1984,"Action, Sci-Fi",107 min,8.0,"A human soldier is sent from 2029 to 1984 to stop an almost indestructible cyborg killing machine, sent from the same year, which has been programmed to execute a young woman whose unborn son is the key to humanity's future salvation."
Dawn of the Planet of the Apes,2014,"Action, Adventure, Drama",130 min,7.6,A growing nation of genetically evolved apes led by Caesar is threatened by a band of human survivors of the devastating virus unleashed a decade earlier.
Red River,1948,"Action, Adventure, Drama",133 min,7.8,"Dunson leads a cattle drive, the culmination of over 14 years of work, to its destination in Missouri. But his tyrannical behavior along the way causes a mutiny, led by his adopted son."
Persepolis,2007,"Animation, Biography, Drama",96 min,8.0,A precocious and outspoken Iranian girl grows up during the Islamic Revolution.
Dilwale Dulhania Le Jayenge,1995,"Drama, Romance",189 min,8.1,"When Raj meets Simran in Europe, it isn't love at first sight but when Simran moves to India for an arranged marriage, love makes its presence felt."
The Lego Movie,2014,"Animation, Action, Adventure",100 min,7.7,"An ordinary LEGO construction worker, thought to be the prophesied as ""special"", is recruited to join a quest to stop an evil tyrant from gluing the LEGO universe into eternal stasis."
Hot Fuzz,2007,"Action, Comedy, Mystery",121 min,7.8,A skilled London police officer is transferred to a small town with a dark secret.
The World's Fastest Indian,2005,"Biography, Drama, Sport",127 min,7.8,"The story of New Zealander Burt Munro, who spent years rebuilding a 1920 Indian motorcycle, which helped him set the land speed world record at Utah's Bonneville Salt Flats in 1967."
Zerkalo,1975,"Biography, Drama",107 min,8.1,"A dying man in his forties remembers his past. His childhood, his mother, the war, personal moments and things that tell of the recent history of all the Russian nation."
Pirates of the Caribbean: The Curse of the Black Pearl,2003,"Action, Adventure, Fantasy",143 min,8.0,"Blacksmith Will Turner teams up with eccentric pirate ""Captain"" Jack Sparrow to save his love, the governor's daughter, from Jack's former pirate allies, who are now undead."
Dancer in the Dark,2000,"Crime, Drama, Musical",140 min,8.0,"An East European girl travels to the United States with her young son, expecting it to be like a Hollywood film."
A Wednesday,2008,"Action, Crime, Drama",104 min,8.1,A retiring police officer reminisces about the most astounding day of his career. About a case that was never filed but continues to haunt him in his memories - the case of a man and a Wednesday.
American Psycho,2000,"Comedy, Crime, Drama",101 min,7.6,"A wealthy New York City investment banking executive, Patrick Bateman, hides his alternate psychopathic ego from his co-workers and friends as he delves deeper into his violent, hedonistic fantasies."
Do lok tin si,1995,"Comedy, Crime, Drama",99 min,7.7,"This Hong Kong-set crime drama follows the lives of a hitman, hoping to get out of the business, and his elusive female partner."
Sing Street,2016,"Comedy, Drama, Music",106 min,7.9,A boy growing up in Dublin during the 1980s escapes his strained family life by starting a band to impress the mysterious girl he likes.
The Help,2011,Drama,146 min,8.0,"An aspiring author during the civil rights movement of the 1960s decides to write a book detailing the African American maids' point of view on the white families for which they work, and the hardships they go through on a daily basis."
Mystic River,2003,"Crime, Drama, Mystery",138 min,7.9,The lives of three men who were childhood friends are shattered when one of them has a family tragedy.
Lilja 4-ever,2002,"Crime, Drama",109 min,7.8,"Sixteen-year-old Lilja and her only friend, the young boy Volodja, live in Russia, fantasizing about a better life. One day, Lilja falls in love with Andrej, who is going to Sweden, and invites Lilja to come along and start a new life."
Midnight Express,1978,"Biography, Crime, Drama",121 min,7.6,"Billy Hayes, an American college student, is caught smuggling drugs out of Turkey and thrown into prison."
300,2006,"Action, Drama",117 min,7.6,King Leonidas of Sparta and a force of 300 men fight the Persians at Thermopylae in 480 B.C.
Hævnen,2010,"Drama, Romance",118 min,7.6,"The lives of two Danish families cross each other, and an extraordinary but risky friendship comes into bud. But loneliness, frailty and sorrow lie in wait."
Auf der anderen Seite,2007,Drama,122 min,7.8,A Turkish man travels to Istanbul to find the daughter of his father's former girlfriend.
The Odd Couple,1968,Comedy,105 min,7.7,"Two friends try sharing an apartment, but their ideas of housekeeping and lifestyles are as different as night and day."
Rushmore,1998,"Comedy, Drama, Romance",93 min,7.7,The extracurricular king of Rushmore Preparatory School is put on academic probation.
Wo hu cang long,2000,"Action, Adventure, Fantasy",120 min,7.8,A young Chinese warrior steals a sword from a famed swordsman and then escapes into a world of romantic adventure with a mysterious man in the frontier of the nation.
Love and Death,1975,"Comedy, War",85 min,7.7,"In czarist Russia, a neurotic soldier and his distant cousin formulate a plot to assassinate Napoleon."
Strangers on a Train,1951,"Crime, Film-Noir, Thriller",101 min,7.9,A psychopath forces a tennis star to comply with his theory that two strangers can get away with murder.
Fear and Loathing in Las Vegas,1998,"Adventure, Comedy, Drama",118 min,7.6,An oddball journalist and his psychopathic lawyer travel to Las Vegas for a series of psychedelic escapades.
Udta Punjab,2016,"Action, Crime, Drama",148 min,7.8,A story that revolves around drug abuse in the affluent north Indian State of Punjab and how the youth there have succumbed to it en-masse resulting in a socio-economic decline.
Ocean's Eleven,2001,"Crime, Thriller",116 min,7.7,Danny Ocean and his ten accomplices plan to rob three Las Vegas casinos simultaneously.
Tumbbad,2018,"Drama, Fantasy, Horror",104 min,8.3,A mythological story about a goddess who created the entire universe. The plot revolves around the consequences when humans build a temple for her first-born.
Finding Nemo,2003,"Animation, Adventure, Comedy",100 min,8.1,"After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home."
Willy Wonka & the Chocolate Factory,1971,"Family, Fantasy, Musical",100 min,7.8,A poor but hopeful boy seeks one of the five coveted golden tickets that will send him on a tour of Willy Wonka's mysterious chocolate factory.
A Beautiful Mind,2001,"Biography, Drama",135 min,8.2,"After John Nash, a brilliant but asocial mathematician, accepts secret work in cryptography, his life takes a turn for the nightmarish."
Edward Scissorhands,1990,"Drama, Fantasy, Romance",105 min,7.9,"An artificial man, who was incompletely constructed and has scissors for hands, leads a solitary life. Then one day, a suburban lady meets him and introduces him to her world."
The Intouchables,2011,"Biography, Comedy, Drama",112 min,8.5,"After he becomes a quadriplegic from a paragliding accident, an aristocrat hires a young man from the projects to be his caregiver."
"Aguirre, der Zorn Gottes",1972,"Action, Adventure, Biography",95 min,7.9,"In the 16th century, the ruthless and insane Don Lope de Aguirre leads a Spanish expedition in search of El Dorado."
Tonari no Totoro,1988,"Animation, Family, Fantasy",86 min,8.2,"When two girls move to the country to be near their ailing mother, they have adventures with the wondrous forest spirits who live nearby."
Gattaca,1997,"Drama, Sci-Fi, Thriller",106 min,7.8,A genetically inferior man assumes the identity of a superior one in order to pursue his lifelong dream of space travel.
Bridge of Spies,2015,"Drama, History, Thriller",142 min,7.6,"During the Cold War, an American lawyer is recruited to defend an arrested Soviet spy in court, and then help the CIA facilitate an exchange of the spy for the Soviet captured American U2 spy plane pilot, Francis Gary Powers."
Belle de jour,1967,"Drama, Romance",100 min,7.7,A frigid young housewife decides to spend her midweek afternoons as a prostitute.
The Taking of Pelham One Two Three,1974,"Action, Crime, Thriller",104 min,7.7,"In New York, armed men hijack a subway car and demand a ransom for the passengers. Even if it's paid, how could they get away?"
Batoru rowaiaru,2000,"Action, Adventure, Drama",114 min,7.6,"In the future, the Japanese government captures a class of ninth-grade students and forces them to kill each other under the revolutionary ""Battle Royale"" act."
Birdman or (The Unexpected Virtue of Ignorance),2014,"Comedy, Drama",119 min,7.7,"A washed-up superhero actor attempts to revive his fading career by writing, directing, and starring in a Broadway production."
Amélie,2001,"Comedy, Romance",122 min,8.3,"Amélie is an innocent and naive girl in Paris with her own sense of justice. She decides to help those around her and, along the way, discovers love."
His Girl Friday,1940,"Comedy, Drama, Romance",92 min,7.9,A newspaper editor uses every trick in the book to keep his ace reporter ex-wife from remarrying.
Dil Chahta Hai,2001,"Comedy, Drama, Romance",183 min,8.1,"Three inseparable childhood friends are just out of college. Nothing comes between them - until they each fall in love, and their wildly different approaches to relationships creates tension."
Detachment,2011,Drama,98 min,7.7,A substitute teacher who drifts from classroom to classroom finds a connection to the students and teachers during his latest assignment.
Perfetti sconosciuti,2016,"Comedy, Drama",96 min,7.8,"Seven long-time friends get together for a dinner. When they decide to share with each other the content of every text message, email and phone call they receive, many secrets start to unveil and the equilibrium trembles."
Days of Heaven,1978,"Drama, Romance",94 min,7.8,A hot-tempered farm laborer convinces the woman he loves to marry their rich but dying boss so that they can have a claim to his fortune.
The Thin Man,1934,"Comedy, Crime, Mystery",91 min,8.0,"Former detective Nick Charles and his wealthy wife Nora investigate a murder case, mostly for the fun of it."
The Searchers,1956,"Adventure, Drama, Western",119 min,7.9,An American Civil War veteran embarks on a journey to rescue his niece from the Comanches.
Baby Driver,2017,"Action, Crime, Drama",113 min,7.6,"After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail."
Kis Uykusu,2014,Drama,196 min,8.1,A hotel owner and landlord in a remote Turkish village deals with conflicts within his family and a tenant behind on his rent.
Secrets & Lies,1996,"Comedy, Drama",136 min,8.0,"Following the death of her adoptive parents, a successful young black optometrist establishes contact with her biological mother -- a lonely white factory worker living in poverty in East London."
Hedwig and the Angry Inch,2001,"Comedy, Drama, Music",95 min,7.7,A gender-queer punk-rock singer from East Berlin tours the U.S. with her band as she tells her life story and follows the former lover/band-mate who stole her songs.
Bound by Honor,1993,"Crime, Drama",180 min,8.0,"Based on the true life experiences of poet Jimmy Santiago Baca, the film focuses on step-brothers Paco and Cruz, and their bi-racial cousin Miklo."
The Last King of Scotland,2006,"Biography, Drama, History",123 min,7.7,Based on the events of the brutal Ugandan dictator Idi Amin's regime as seen by his personal physician during the 1970s.
Blazing Saddles,1974,"Comedy, Western",93 min,7.7,"In order to ruin a western town, a corrupt politician appoints a black Sheriff, who promptly becomes his most formidable adversary."
Ford v Ferrari,2019,"Action, Biography, Drama",152 min,8.1,American car designer Carroll Shelby and driver Ken Miles battle corporate interference and the laws of physics to build a revolutionary race car for Ford in order to defeat Ferrari at the 24 Hours of Le Mans in 1966.
12 Angry Men,1957,"Crime, Drama",96 min,9.0,A jury holdout attempts to prevent a miscarriage of justice by forcing his colleagues to reconsider the evidence.
Lucky Number Slevin,2006,"Action, Crime, Drama",110 min,7.7,"A case of mistaken identity lands Slevin into the middle of a war being plotted by two of the city's most rival crime bosses. Under constant surveillance by Detective Brikowski and assassin Goodkat, he must get them before they get him."
The Count of Monte Cristo,2002,"Action, Adventure, Drama",131 min,7.8,"A young man, falsely imprisoned by his jealous ""friend"", escapes and uses a hidden treasure to exact his revenge."
Match Point,2005,"Drama, Romance, Thriller",124 min,7.6,"At a turning point in his life, a former tennis pro falls for an actress who happens to be dating his friend and soon-to-be brother-in-law."
The Trial of the Chicago 7,2020,"Drama, History, Thriller",129 min,7.8,"The story of 7 people on trial stemming from various charges surrounding the uprising at the 1968 Democratic National Convention in Chicago, Illinois."
Rockstar,2011,"Drama, Music, Musical",159 min,7.7,"Janardhan Jakhar chases his dreams of becoming a big Rock star, during which he falls in love with Heer."
In the Heat of the Night,1967,"Crime, Drama, Mystery",110 min,7.9,A black police detective is asked to investigate a murder in a racially hostile southern town.
Mission: Impossible - Fallout,2018,"Action, Adventure, Thriller",147 min,7.7,"Ethan Hunt and his IMF team, along with some familiar allies, race against time after a mission gone wrong."
The Breakfast Club,1985,"Comedy, Drama",97 min,7.8,Five high school students meet in Saturday detention and discover how they have a lot more in common than they thought.
American Beauty,1999,Drama,122 min,8.3,A sexually frustrated suburban father has a mid-life crisis after becoming infatuated with his daughter's best friend.
Abre los ojos,1997,"Drama, Mystery, Sci-Fi",119 min,7.7,"A very handsome man finds the love of his life, but he suffers an accident and needs to have his face rebuilt by surgery after it is severely disfigured."
What We Do in the Shadows,2014,"Comedy, Horror",86 min,7.7,"Viago, Deacon and Vladislav are vampires who are finding that modern life has them struggling with the mundane - like paying rent, keeping up with the chore wheel, trying to get into nightclubs and overcoming flatmate conflicts."
Dunkirk,2017,"Action, Drama, History",106 min,7.8,"Allied soldiers from Belgium, the British Empire, and France are surrounded by the German Army and evacuated during a fierce battle in World War II."
The Princess Bride,1987,"Adventure, Family, Fantasy",98 min,8.0,"While home sick in bed, a young boy's grandfather reads him the story of a farmboy-turned-pirate who encounters numerous obstacles, enemies and allies in his quest to be reunited with his true love."
Iron Man,2008,"Action, Adventure, Sci-Fi",126 min,7.9,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil."
Back to the Future,1985,"Adventure, Comedy, Sci-Fi",116 min,8.5,"Marty McFly, a 17-year-old high school student, is accidentally sent thirty years into the past in a time-traveling DeLorean invented by his close friend, the eccentric scientist Doc Brown."
It's a Wonderful Life,1946,"Drama, Family, Fantasy",130 min,8.6,An angel is sent from Heaven to help a desperately frustrated businessman by showing him what life would have been like if he had never existed.
Ray,2004,"Biography, Drama, Music",152 min,7.7,"The story of the life and career of the legendary rhythm and blues musician Ray Charles, from his humble beginnings in the South, where he went blind at age seven, to his meteoric rise to stardom during the 1950s and 1960s."
Star Trek II: The Wrath of Khan,1982,"Action, Adventure, Sci-Fi",113 min,7.7,"With the assistance of the Enterprise crew, Admiral Kirk must stop an old nemesis, Khan Noonien Singh, from using the life-generating Genesis Device as the ultimate weapon."
Mommy,2014,Drama,139 min,8.1,"A widowed single mother, raising her violent son alone, finds new hope when a mysterious neighbor inserts herself into their household."
Baahubali 2: The Conclusion,2017,"Action, Drama",167 min,8.2,"When Shiva, the son of Bahubali, learns about his heritage, he begins to look for answers. His story is juxtaposed with past events that unfolded in the Mahishmati Kingdom."
Se7en,1995,"Crime, Drama, Mystery",127 min,8.6,"Two detectives, a rookie and a veteran, hunt a serial killer who uses the seven deadly sins as his motives."
Nelyubov,2017,Drama,127 min,7.6,A couple going through a divorce must team up to find their son who has disappeared during one of their bitter arguments.
How to Train Your Dragon,2010,"Animation, Action, Adventure",98 min,8.1,"A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed."
The Wrestler,2008,"Drama, Sport",109 min,7.9,"A faded professional wrestler must retire, but finds his quest for a new life outside the ring a dispiriting struggle."
Zwartboek,2006,"Drama, Thriller, War",145 min,7.7,"In the Nazi-occupied Netherlands during World War II, a Jewish singer infiltrates the regional Gestapo headquarters for the Dutch resistance."
The Incredibles,2004,"Animation, Action, Adventure",115 min,8.0,"A family of undercover superheroes, while trying to live the quiet suburban life, are forced into action to save the world."
Cool Hand Luke,1967,"Crime, Drama",127 min,8.1,"A laid back Southern man is sentenced to two years in a rural prison, but refuses to conform."
Papillon,1973,"Biography, Crime, Drama",151 min,8.0,"A man befriends a fellow criminal as the two of them begin serving their sentence on a dreadful prison island, which inspires the man to plot his escape."
Dip huet seung hung,1989,"Action, Crime, Drama",111 min,7.8,A disillusioned assassin accepts one last hit in hopes of using his earnings to restore vision to a singer he accidentally blinded.
Sling Blade,1996,Drama,135 min,8.0,"Karl Childers, a simple man hospitalized since his childhood murder of his mother and her lover, is released to start a new life in a small town."
Big Hero 6,2014,"Animation, Action, Adventure",102 min,7.8,"A special bond develops between plus-sized inflatable robot Baymax and prodigy Hiro Hamada, who together team up with a group of friends to form a band of high-tech heroes."
Life of Pi,2012,"Adventure, Drama, Fantasy",127 min,7.9,"A young man who survives a disaster at sea is hurtled into an epic journey of adventure and discovery. While cast away, he forms an unexpected connection with another survivor: a fearsome Bengal tiger."
Mandariinid,2013,"Drama, War",87 min,8.2,"In 1992, war rages in Abkhazia, a breakaway region of Georgia. An Estonian man Ivo has decided to stay behind and harvest his crops of tangerines. In a bloody conflict at his door, a wounded man is left behind, and Ivo takes him in."
Django Unchained,2012,"Drama, Western",165 min,8.4,"With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner."
Captain Fantastic,2016,"Comedy, Drama",118 min,7.9,"In the forests of the Pacific Northwest, a father devoted to raising his six kids with a rigorous physical and intellectual education is forced to leave his paradise and enter the world, challenging his idea of what it means to be a parent."
Cast Away,2000,"Adventure, Drama, Romance",143 min,7.8,A FedEx executive undergoes a physical and emotional transformation after crash landing on a deserted island.
Chhichhore,2019,"Comedy, Drama",143 min,8.2,"A tragic incident forces Anirudh, a middle-aged man, to take a trip down memory lane and reminisce his college days along with his friends, who were labelled as losers."
The Little Mermaid,1989,"Animation, Family, Fantasy",83 min,7.6,A mermaid princess makes a Faustian bargain in an attempt to become human and win a prince's love.
True Romance,1993,"Crime, Drama, Romance",119 min,7.9,"In Detroit, a lonely pop culture geek marries a call girl, steals cocaine from her pimp, and tries to sell it in Hollywood. Meanwhile, the owners of the cocaine, the Mob, track them down in an attempt to reclaim it."
The Verdict,1982,Drama,129 min,7.7,A lawyer sees the chance to salvage his career and self-respect by taking a medical malpractice case to trial rather than settling.
Sense and Sensibility,1995,"Drama, Romance",136 min,7.6,"Rich Mr. Dashwood dies, leaving his second wife and her three daughters poor by the rules of inheritance. The two eldest daughters are the title opposites."
3 Idiots,2009,"Comedy, Drama",170 min,8.4,"Two friends are searching for their long lost companion. They revisit their college days and recall the memories of their friend who inspired them to think differently, even as the rest of the world called them ""idiots""."
Hamlet,1996,Drama,242 min,7.7,"Hamlet, Prince of Denmark, returns home to find his father murdered and his mother remarrying the murderer, his uncle. Meanwhile, war is brewing."
The Matrix,1999,"Action, Sci-Fi",136 min,8.7,"When a beautiful stranger leads computer hacker Neo to a forbidding underworld, he discovers the shocking truth--the life he knows is the elaborate deception of an evil cyber-intelligence."
"Swades: We, the People",2004,Drama,210 min,8.2,A successful Indian scientist returns to an Indian village to take his nanny to America with him and in the process rediscovers his roots.
American History X,1998,Drama,119 min,8.5,A former neo-nazi skinhead tries to prevent his younger brother from going down the same wrong path that he did.
"4 luni, 3 saptamâni si 2 zile",2007,Drama,113 min,7.9,A woman assists her friend in arranging an illegal abortion in 1980s Romania.
